PA,SZ,senior_pop_2025,total_pop_2025,aging_index_2025,senior_pop_2015,senior_pop_2020,senior_growth_rate,infra_count_weighted,infra_density,dist_nearest_hospital_km,dist_nearest_poly_km,demand_supply_ratio,cluster_id,cluster_label,cluster_color
Pasir Ris,Pasir Ris Park,560,7880,0.07106598984771574,110.0,420,0.17673733882009146,1.0,0.11933174224343678,4.652975757341997,1.634228703048045,5.950733972708657,0,Well-Served,#1A7A3C
Pasir Ris,Pasir Ris West,4980,34870,0.14281617436191568,2530.0,3520,0.07006678116470777,2.0,0.05654509471303365,4.257098257936937,2.299399788765555,110.39056743769781,0,Well-Served,#1A7A3C
Punggol,Matilda,4760,52390,0.09085703378507348,1680.0,3810,0.10976178866032371,3.0,0.05672149744753261,0.9528265862033801,1.2546428832132863,89.36557103353726,0,Well-Served,#1A7A3C
Punggol,Northshore,2640,24810,0.10640870616686819,0.0,10,0.0,1.0,0.039510075069142635,3.1247187068639923,3.356643260990481,81.39691851251635,0,Well-Served,#1A7A3C
Punggol,Punggol Field,6400,48320,0.13245033112582782,3210.0,4920,0.07143910773261175,4.0,0.0819336337566571,2.1272592820764387,2.06985605232092,89.98732903264849,0,Well-Served,#1A7A3C
Punggol,Punggol Town Centre,1870,25090,0.07453168593064965,370.0,1270,0.17588266568470168,25.0,0.9769441187964049,1.5953549672374634,1.8507824778353466,2.1705748681508426,0,Well-Served,#1A7A3C
Punggol,Waterway East,4840,53870,0.08984592537590495,1590.0,3480,0.11775037368365715,5.0,0.09196247930844216,2.346189483705983,2.3866563123085887,61.77385486136823,0,Well-Served,#1A7A3C
Queenstown,Commonwealth,1940,6490,0.29892141756548535,1790.0,1870,0.008079701349243962,2.0,0.28612303290414876,1.9695689426272809,3.236061087422879,8.072526448848013,0,Well-Served,#1A7A3C
Queenstown,Dover,2570,11220,0.22905525846702318,1940.0,2160,0.028520943016000277,2.0,0.1706484641638225,1.1306526745826961,2.1752815779833665,16.784064704544598,0,Well-Served,#1A7A3C
Queenstown,Ghim Moh,3410,13230,0.25774754346182915,2620.0,3210,0.026704129425950907,5.0,0.3641660597232338,2.0405536969775526,2.3780484537572963,10.95197628851813,0,Well-Served,#1A7A3C
Queenstown,Holland Drive,3660,12110,0.3022295623451693,3360.0,3510,0.008588892029972817,4.0,0.3172085646312451,2.133095643969482,3.4813484738810985,13.920649771188183,0,Well-Served,#1A7A3C
Queenstown,Margaret Drive,4770,24080,0.19808970099667775,1610.0,2510,0.11472887353058492,4.0,0.1627339300244101,1.3036805212477232,1.981362830563808,32.738362836694776,0,Well-Served,#1A7A3C
Queenstown,Mei Chin,3800,16430,0.23128423615337795,2850.0,3280,0.029186008964760646,6.0,0.3544004725339634,0.3819700317843639,1.7882713328213071,11.467635304384663,0,Well-Served,#1A7A3C
Queenstown,Pasir Panjang 1,800,4780,0.16736401673640167,460.0,660,0.05689833938450306,8.0,1.5151515151515151,0.7945792246220014,2.931055403760054,0.5949620050767431,0,Well-Served,#1A7A3C
Queenstown,Pasir Panjang 2,750,3720,0.20161290322580644,390.0,640,0.06757812317039158,2.0,0.4739336492890995,1.3585040771466994,2.485338786474889,1.8036351714618184,0,Well-Served,#1A7A3C
Queenstown,Tanglin Halt,1280,5790,0.22107081174438686,2770.0,2690,-0.0742941248576443,4.0,0.6359300476947536,1.424582017508697,3.0949481417690476,2.33877412886747,0,Well-Served,#1A7A3C
River Valley,Institution Hill,440,4270,0.10304449648711944,310.0,290,0.03564067300286866,0.0,0.0,1.6337951239983377,1.562802840245174,440.0,2,Emerging Pressure,#D4A017
River Valley,Leonie Hill,510,4150,0.12289156626506025,240.0,360,0.07829078416700663,0.0,0.0,1.7387340598780554,2.024590755139882,510.0,2,Emerging Pressure,#D4A017
River Valley,One Tree Hill,440,2420,0.18181818181818182,290.0,330,0.04257058558420579,0.0,0.0,2.159944918568612,2.3376004956524925,440.0,2,Emerging Pressure,#D4A017
River Valley,Oxley,320,1790,0.1787709497206704,260.0,270,0.02098100681516013,1.0,0.4366812227074236,1.4841259389606005,1.8880124491006438,0.8265439896368654,0,Well-Served,#1A7A3C
Rochor,Bencoolen,330,1360,0.2426470588235294,290.0,330,0.013005012216313228,0.0,0.0,1.0870896455624934,2.754208677912742,330.0,2,Emerging Pressure,#D4A017
Rochor,Farrer Park,610,2530,0.24110671936758893,530.0,600,0.014157476178544348,1.0,0.33003300330033003,0.8752280950268028,3.7566207394700903,2.130021315725065,0,Well-Served,#1A7A3C
Rochor,Kampong Glam,20,20,1.0,20.0,20,0.0,0.0,0.0,1.7604174646502668,3.4390066445338814,20.0,0,Well-Served,#1A7A3C
Rochor,Little India,950,3100,0.3064516129032258,800.0,890,0.017333537754854023,2.0,0.5555555555555556,0.9869829513274428,3.444478456241769,1.9670075802115077,0,Well-Served,#1A7A3C
Rochor,Mount Emily,160,2150,0.07441860465116279,60.0,110,0.10305425242206989,1.0,0.37735849056603776,0.8689076880432053,2.654272032345655,0.474770198335765,0,Well-Served,#1A7A3C
Rochor,Sungei Road,550,1970,0.27918781725888325,500.0,550,0.009576582776887,4.0,1.619433198380567,1.361481191134506,3.502672280619711,0.39814408005241286,0,Well-Served,#1A7A3C
Rochor,Victoria,570,1690,0.33727810650887574,490.0,530,0.015238029651860163,1.0,0.4566210045662101,1.3661446562838313,2.6832218628616915,1.4304530453181317,0,Well-Served,#1A7A3C
Sembawang,Admiralty,1950,13570,0.14369933677229182,1160.0,1450,0.053313528551349076,2.0,0.1421464108031272,3.533100673629193,0.6447006655910783,16.270079146544425,0,Well-Served,#1A7A3C
Sembawang,Sembawang Central,4720,34960,0.13501144164759726,2020.0,3170,0.08857677148382259,7.0,0.19740552735476594,3.355231489252645,0.6107651844740349,28.19010797310863,0,Well-Served,#1A7A3C
Sembawang,Sembawang East,1650,24770,0.06661283811061769,0.0,970,0.0,3.0,0.1187178472497032,2.7758106256008364,0.8047331037092139,16.006224424478795,0,Well-Served,#1A7A3C
Sembawang,Sembawang North,3530,25580,0.13799843627834246,1630.0,2580,0.08033565618359861,1.0,0.03834355828220859,3.7139656471434055,1.3479585240981704,109.38329722755184,0,Well-Served,#1A7A3C
Sembawang,Sembawang Springs,1520,12610,0.12053925455987312,670.0,880,0.08536766370041593,0.0,0.0,2.200617733884711,1.0071471497625841,1520.0,1,High Pressure,#C0392B
Sembawang,Sembawang Straits,320,2410,0.13278008298755187,170.0,200,0.06529553239613284,0.0,0.0,4.088485204158661,1.9504830579796069,320.0,2,Emerging Pressure,#D4A017
Sengkang,Anchorvale,5860,52520,0.11157654226961157,2510.0,4150,0.08848485183412103,8.0,0.15088645794039984,0.7561932740153834,0.876170890557082,41.03700420815772,0,Well-Served,#1A7A3C
Sengkang,Compassvale,2380,21900,0.108675799086758,1160.0,1870,0.07451355077265642,6.0,0.26785714285714285,1.2451364329585055,0.9863226217688068,9.66203545484501,0,Well-Served,#1A7A3C
Sengkang,Fernvale,8090,71250,0.11354385964912281,2510.0,5050,0.1241583224142997,9.0,0.1254355400696864,1.5929661048628203,1.6283923103167919,72.13396153225167,0,Well-Served,#1A7A3C
Sengkang,Rivervale,10140,62510,0.16221404575267956,4760.0,6930,0.07855699607326927,3.0,0.047611490239644505,1.4673362438268853,1.2526788838215632,231.20773485433168,0,Well-Served,#1A7A3C
Sengkang,Sengkang Town Centre,8940,59780,0.14954834392773503,4060.0,6310,0.08213426411543479,6.0,0.099535500995355,0.779834376813842,0.5886854039851597,93.90863088332763,0,Well-Served,#1A7A3C
Serangoon,Lorong Chuan,1740,8630,0.20162224797219003,1110.0,1320,0.04597818500575879,1.0,0.10952902519167579,3.546555776732354,4.018358434060657,20.376899351654068,0,Well-Served,#1A7A3C
Serangoon,Seletar Hills,3380,15360,0.22005208333333334,2030.0,2740,0.05230604745866829,0.0,0.0,3.2464873557878606,3.1965641201517574,3380.0,1,High Pressure,#C0392B
Serangoon,Serangoon Central,6260,22350,0.28008948545861295,3730.0,5120,0.05314107142835467,7.0,0.3063457330415755,4.444571968557659,4.117760244320489,27.379588165651867,0,Well-Served,#1A7A3C
Serangoon,Serangoon Garden,9740,37380,0.26056714820759763,6460.0,8150,0.04191584799256498,1.0,0.026399155227032733,4.590861672967853,4.4021007101583605,477.72621592200807,2,Emerging Pressure,#D4A017
Serangoon,Serangoon North,3080,15070,0.20437956204379562,1600.0,2300,0.06768483297209693,2.0,0.12845215157353884,3.3075463739010114,3.1301079225708417,29.901636655601408,0,Well-Served,#1A7A3C
Serangoon,Upper Paya Lebar,3820,18410,0.20749592612710482,2280.0,3030,0.052962371520818285,1.0,0.052882072977260705,4.453075331240054,3.0624974039003297,92.65340328357948,0,Well-Served,#1A7A3C
Singapore River,Robertson Quay,360,4400,0.08181818181818182,130.0,250,0.10722508082004611,1.0,0.2040816326530612,1.3771712697149072,1.340050221968269,1.9458076774988688,0,Well-Served,#1A7A3C
Southern Islands,Sentosa,270,2760,0.09782608695652174,40.0,110,0.21040407541934547,0.0,0.0,3.424264818584132,3.607299667683278,270.0,2,Emerging Pressure,#D4A017
Sungei Kadut,Turf Club,140,560,0.25,70.0,90,0.07177346253629313,1.0,0.9433962264150942,2.8840678016318453,1.2785801030557418,0.175272315328582,0,Well-Served,#1A7A3C
Tampines,Simei,7950,38340,0.20735524256651017,4300.0,5920,0.06338337760193147,16.0,0.4119464469618949,0.5944591501932467,2.3283455493089567,21.163762623016254,0,Well-Served,#1A7A3C
Tampines,Tampines East,27350,127100,0.2151848937844217,14380.0,18160,0.06639928313965782,21.0,0.164576802507837,1.8237425558605704,0.8245552732442298,184.19948919612423,0,Well-Served,#1A7A3C
Tampines,Tampines North,2660,36270,0.07333884753239592,0.0,790,0.0,3.0,0.08158825129181398,3.129874235442609,1.212272846765601,38.33015194228884,0,Well-Served,#1A7A3C
Tampines,Tampines West,15870,87260,0.1818702727481091,7580.0,11230,0.07669022969046746,18.0,0.20510483135824975,1.496911879005605,1.4843770651747996,86.14173692918668,0,Well-Served,#1A7A3C
Tampines,Xilin,320,1830,0.17486338797814208,130.0,220,0.09426034885807488,0.0,0.0,3.047935498385014,4.322650636333931,320.0,2,Emerging Pressure,#D4A017
Tanglin,Chatsworth,1180,7900,0.14936708860759493,630.0,930,0.0647659287644824,1.0,0.11904761904761904,2.3080960779803856,1.7784627436186742,11.472107841899156,0,Well-Served,#1A7A3C
Tanglin,Nassim,1760,10990,0.16014558689717925,1020.0,1390,0.05606645922444575,0.0,0.0,2.1200474196361023,3.313670909815842,1760.0,1,High Pressure,#C0392B
Tanglin,Ridout,330,1590,0.20754716981132076,170.0,260,0.06857867223861658,0.0,0.0,1.837150403631143,2.1937318190462927,330.0,2,Emerging Pressure,#D4A017
Tanglin,Tyersall,820,4440,0.18468468468468469,490.0,680,0.05283854721574999,0.0,0.0,3.096690336182595,3.457816666670113,819.9999999999999,2,Emerging Pressure,#D4A017
Tengah,Garden,500,6870,0.07278020378457059,0.0,0,0.0,0.0,0.0,3.475883742016905,0.9838216172445722,500.0,2,Emerging Pressure,#D4A017
Tengah,Park,200,4100,0.04878048780487805,0.0,0,0.0,0.0,0.0,3.999665764756548,1.8282586369788365,200.0,2,Emerging Pressure,#D4A017
Tengah,Plantation,1000,12220,0.08183306055646482,0.0,0,0.0,0.0,0.0,2.505992259002641,0.6784196382440771,1000.0,2,Emerging Pressure,#D4A017
Toa Payoh,Bidadari,830,9240,0.08982683982683982,0.0,0,0.0,2.0,0.2053388090349076,3.8786308796190654,2.8655202462290004,5.141425262229511,0,Well-Served,#1A7A3C
Toa Payoh,Boon Teck,3860,14780,0.26116373477672533,3120.0,3440,0.021511525537150522,6.0,0.39267015706806285,1.720622453706786,4.21020344421285,11.880755708100676,0,Well-Served,#1A7A3C
Toa Payoh,Braddell,2380,9540,0.24947589098532494,1930.0,2140,0.021179210715420282,3.0,0.29880478087649404,2.0508563332776193,4.723950347762746,9.869526450549213,0,Well-Served,#1A7A3C
Toa Payoh,Joo Seng,1650,8040,0.20522388059701493,1200.0,1470,0.032357862679155636,2.0,0.234192037470726,4.378287875036896,1.9910674330658718,8.95978451668128,0,Well-Served,#1A7A3C
Toa Payoh,Kim Keat,2410,9720,0.24794238683127573,1480.0,1840,0.049966717420884654,5.0,0.4892367906066536,1.7243144901587997,3.4573798165301137,5.847455480451442,0,Well-Served,#1A7A3C
Toa Payoh,Lorong 8 Toa Payoh,2090,6710,0.3114754098360656,1680.0,1870,0.022077200170723676,3.0,0.4160887656033287,2.4614717396920143,4.063289333417615,6.234799159256217,0,Well-Served,#1A7A3C
Toa Payoh,Pei Chun,2720,9820,0.2769857433808554,2190.0,2340,0.0219095997858747,5.0,0.4844961240310077,2.1922186752952535,3.8541988959674467,6.861226698695782,0,Well-Served,#1A7A3C
Toa Payoh,Potong Pasir,3530,12860,0.2744945567651633,2050.0,2650,0.05584966005792946,3.0,0.22455089820359284,2.518515887208547,2.9139357002751582,18.971577631160645,0,Well-Served,#1A7A3C
Toa Payoh,Sennett,2260,17550,0.12877492877492877,930.0,1200,0.09285501378637462,3.0,0.16620498614958448,3.2243320142323424,2.2610242492555463,16.589500378228077,0,Well-Served,#1A7A3C
Toa Payoh,Toa Payoh Central,5940,27440,0.2164723032069971,4630.0,5170,0.025228204685530775,12.0,0.4294917680744452,1.2071182685329727,4.664047488505742,16.553933289798913,0,Well-Served,#1A7A3C
Toa Payoh,Toa Payoh West,3810,14140,0.2694483734087694,2950.0,3500,0.02591243989994907,5.0,0.34153005464480873,2.1726631154252236,5.617625221558259,14.19452873595007,0,Well-Served,#1A7A3C
Toa Payoh,Woodleigh,470,3460,0.13583815028901733,140.0,270,0.1287479699002767,0.0,0.0,3.0828736925966607,3.349598184601865,469.99999999999994,2,Emerging Pressure,#D4A017
Woodlands,Midview,4590,33990,0.13503971756398941,2360.0,3270,0.06878430660764856,8.0,0.2319512902290519,0.5740521334771441,2.0636280686337454,21.480714470847754,0,Well-Served,#1A7A3C
Woodlands,North Coast,2670,11190,0.2386058981233244,1870.0,2250,0.03625577885822295,0.0,0.0,1.5430417740255695,2.4049843025224495,2670.0,1,High Pressure,#C0392B
Woodlands,Woodgrove,4950,32320,0.1531559405940594,2450.0,3540,0.07286211929687214,10.0,0.30469226081657524,1.4166863728589933,0.4017620967565824,17.530173997933588,0,Well-Served,#1A7A3C
Woodlands,Woodlands East,11870,98780,0.12016602551123709,5360.0,8230,0.08275099855721457,10.0,0.10072522159548751,1.4907386452476008,2.6803234223578603,134.56217038874715,0,Well-Served,#1A7A3C
Woodlands,Woodlands South,5060,41950,0.12061978545887962,2320.0,3570,0.08110096049888571,6.0,0.14134275618374556,1.3370528532942334,1.8984856602459348,39.91437962389808,0,Well-Served,#1A7A3C
Woodlands,Woodlands West,6790,36710,0.18496322527921547,3670.0,4890,0.063458069459434,6.0,0.16124697661918838,0.9625222448773426,0.9118498079394092,44.98773729671289,0,Well-Served,#1A7A3C
Yishun,Khatib,2510,9700,0.25876288659793817,1230.0,1800,0.07393219223930503,5.0,0.4901960784313726,1.204488286807573,3.297017794594121,5.9212330320384305,0,Well-Served,#1A7A3C
Yishun,Lower Seletar,1260,19080,0.0660377358490566,70.0,920,0.335141362540313,0.0,0.0,2.0706433287792834,5.091114173715782,1260.0,2,Emerging Pressure,#D4A017
Yishun,Nee Soon,90,1200,0.075,130.0,110,-0.03610458219651225,0.0,0.0,3.298259059882891,4.470453576682568,90.0,0,Well-Served,#1A7A3C
Yishun,Northland,5650,26840,0.21050670640834576,2890.0,4160,0.06933814851714604,6.0,0.2194586686174104,1.315833009544892,2.155321518653776,28.954509746964586,0,Well-Served,#1A7A3C
Yishun,Springleaf,1030,4380,0.23515981735159816,600.0,810,0.055525178508167405,1.0,0.20491803278688525,3.0402961295120674,5.291539715102364,6.546534085222152,0,Well-Served,#1A7A3C
Yishun,Yishun Central,450,2930,0.15358361774744028,140.0,310,0.12385025332346844,33.0,9.620991253644315,0.23422791187427888,2.9673832094841615,0.051478389734613085,0,Well-Served,#1A7A3C
Yishun,Yishun East,9480,73550,0.12889191026512575,3740.0,5870,0.09747256780009539,6.0,0.08102633355840648,0.7450658102436855,3.2596172213082677,130.964170012011,0,Well-Served,#1A7A3C
Yishun,Yishun South,8120,41020,0.19795221843003413,4250.0,6270,0.06688279094411498,12.0,0.2890173410404624,0.5986250170557771,3.6800177747635185,31.911939452504946,0,Well-Served,#1A7A3C
Yishun,Yishun West,11260,50760,0.2218282111899133,6470.0,8790,0.05697182554558733,9.0,0.1755754974639095,1.3226769035747472,1.8727255509591143,71.51912956850524,0,Well-Served,#1A7A3C
