name,lat,lon
Yuhua Senior Activity Centre,1.34762352332232,103.731009086814
THK SAC @ Kaki Bukit,1.33369344925001,103.93039693278
THK SAC @ Boon Lay,1.3450767624509,103.711850429975
PEACE-Connect Senior Activity Centre@5,1.30434623485538,103.864815785476
THK SAC @ Beo Crescent,1.28880916599737,103.826295090766
Silver ACE @ Bukit Merah,1.28170700809748,103.826839535636
Lions Befrienders Senior Activity Centre @ Tampines Blk 499C,1.35954026811956,103.956108843521
Care Corner Senior Activity Centre (WL569),1.43012185434529,103.78971827871
Fei Yue Senior Activity Centre (Bukit Batok Branch),1.34542846753677,103.750835855563
COMNET Senior Activity Centre @ 182 Rivervale Crescent,1.3904712621232,103.90921580083
Abdullah Shooker Jewish Welfare Home,1.30287739060079,103.847199120492
Adventist Home For The Elders,1.33008102512947,103.858354604578
AWWA Community Home for Senior Citizens,1.37051051539357,103.844652310114
Bo Tien Home For The Aged,1.33131242815589,103.718900078748
"Evergreen Place, Home @Hong San",1.37802603791765,103.745466896683
Geylang East Home For The Aged,1.32129673696275,103.885667975116
Henderson Senior Citizens' Home,1.28434759909006,103.821772688088
Kheng Chiu Loke Tin Kee Home,1.35632292569628,103.946663769483
PERTAPIS Senior Citizens Fellowship Home,1.34177310289661,103.856039797927
SBWS Happy Villa (Females),1.27559619819284,103.842393171371
Singapore Baptist Convention Golden Age Home,1.32036885079082,103.868340800907
St Andrew's Cathedral Home For The Aged,1.31916901883785,103.769053996153
St John's Home for the Aged,1.33306475056709,103.873606136778
St Vincent Home,1.29860886250983,103.852267049825
Zion Home For The Aged,1.32697958360519,103.928130749709
NTUC Health Cluster Support @ Taman Jurong,1.33580353495946,103.720313663041
NTUC Health Cluster Support @ Bt Merah,1.28308470501263,103.822803689153
THK Cluster Support @ Bedok,1.32040513134518,103.936741206687
Peace-Connect Cluster Operator,1.30434623485538,103.864815785476
THK Cluster Support @ Pipit,1.32273477519362,103.888103198129
THK Cluster Support @ AMK,1.37769117397607,103.842745155365
AMKFSC Cluster Support,1.36452028588851,103.856631950307
Carecorner Cluster Suppport,1.33583992843419,103.851278331382
SACS Cluster Support@Jurong East,1.34961238350034,103.732548014907
THK Senior Group Home @ AMK257,1.37017011210457,103.835782471666
THK Senior Group Home @ Indus,1.29107462632884,103.82869017933
PEACE-Connect Senior Group Home@8,1.30458623347398,103.864004039749
TOUCH Senior Group Home@Geylang Bahru,1.32231127406246,103.869263056862
Lions Befrienders Senior Group Home (Mei Ling),1.29457100972605,103.803041801673
Care Corner SGH @ WL569A,1.43012185434529,103.78971827871
SACS Senior Group Home @ 373 JE,1.34934885042485,103.732355870198
Fei Yue Senior Group Home @ Hougang,1.34912216601474,103.889093324154
COMNET Senior Group Home @ Rivervale Crescent,1.3904712621232,103.90921580083
Lions Befrienders Senior Group Home @ Tampines 499C,1.35954026811956,103.956108843521
Fei Yue Senior Group Home @ Teck Whye Crescent,1.38273704126166,103.753517098763
Care Corner SGH @ WL180C,1.43956071258439,103.778587811164
THK Senior Group Home @ Pipit Road,1.3231953319744,103.888456812145
NTUC Health Senior Group Home @ Henderson,1.28434759909006,103.821772688088
Econ Health and Wellness Centre,1.34531554289951,103.853985125672
Thye Hua Kwan Moral Charities Limited,1.33818196847316,103.722602550924
Econ Health and Wellness Centre,1.29399775974495,103.810979212099
Econ Health and Wellness Centre,1.4308668740444,103.78955465955
Econ Health and Wellness Centre,1.28994619034672,103.82767972477
Thye Hua Kwan Moral Charities Limited,1.27347684499305,103.806810313384
Pacific Activity Centres Pte Ltd,1.43755265384881,103.79469821451
Econ Health and Wellness Centre,1.39441490001882,103.74514269735
Econ Health and Wellness Centre,1.34523591984252,103.946197624088
Econ Health and Wellness Centre,1.39525630992227,103.888613358569
Pacific Activity Centres Pte Ltd,1.40597703417701,103.898544063666
Pacific Activity Centres Pte Ltd,1.43416878432331,103.842950449878
Econ Health and Wellness Centre,1.34755153219885,103.755783065645
Pacific Activity Centres Pte Ltd,1.43195782941459,103.845379084179
Pacific Activity Centres Pte Ltd,1.40116988932646,103.899920883663
Pacific Activity Centres Pte Ltd,1.35585779975445,103.933334390468
NTUC Eldercare Co-operative Ltd,1.43905615754202,103.778144913125
Pacific Activity Centres Pte Ltd,1.38572931928747,103.892595442782
Pacific Activity Centres Pte Ltd,1.28633685223884,103.829204767509
Adventist Home for the Elders,1.3479361970858,103.715691148499
Adventist Home for the Elders,1.33130492908615,103.859019241137
Methodist Welfare Services,1.39785974175621,103.881232770847
Presbyterian Community Services,1.33813198550905,103.771986321648
Singapore Anglican Community Services,1.42308082538947,103.846419390193
Singapore Anglican Community Services,1.34863855769639,103.7250867313
Unicare Services Pte Ltd,1.37734683929474,103.73791293845
AWWA Senior Activity Centre,1.37051051539357,103.844652310114
THK Bedok Radiance Senior Activity Centre,1.32110310494367,103.936900159567
Care Corner Senior Activity Centre (TP5),1.33865954470342,103.855806481819
Care Corner Senior Activity Centre (TP149),1.33378491584458,103.843760749805
Care Corner Senior Activity Centre (TP170),1.33131927611165,103.842668715095
Care Corner Senior Activity Centre (TP62B),1.33583992843419,103.851278331382
CARElderly Senior Activity Centre,1.3291589983207,103.886010319789
CARElderly Senior Activity Centre (Merpati),1.32773087923968,103.88436171151
COMNET @ Teck Ghee Senior Activity Centre,1.36499918481693,103.853111649269
Teck Ghee Senior Activity Centre Branch @ Blk 469,1.36452028588851,103.856631950307
Chong Hua Tong Senior Activity Centre,1.31484505418382,103.850118105172
COMNET@Sin Ming Senior Activity Centre,1.35580085562832,103.840545906514
Fei Yue Senior Activity Centre (Holland Close),1.3092193833985,103.796732390286
Fei Yue SAC (Commonwealth Branch),1.30786245527354,103.799312255213
Fei Yue Senior Activity Centre (Teck Whye),1.38003500477572,103.754145544166
Goodlife!,1.30488433289128,103.913940009362
Harmony Activity Centre,1.32086526324186,103.885697366712
Henderson Senior Activity Centre,1.28434759909006,103.821772688088
Indus Moral CARE,1.29107462632884,103.82869017933
Jia Ying Senior Activity Centre,1.3637896111051,103.891813270192
Jia Ying Senior Activity Centre @ 25 (Branch),1.36582641566566,103.891705976408
Kembangan- Chai Chee Senior Activity Centre,1.32524214886898,103.921811371555
King Georgeâ€™s Ave Senior Activity Centre,1.30775413437202,103.861290812007
