name,lat,lon
Kreta Ayer Senior Activity Centre (Banda),1.28117565219562,103.84341064369
Kreta Ayer Senior Activity Centre (Jalan Kukoh),1.2873776312353,103.839407063253
Kreta Ayer Senior Activity Centre (Chin Swee),1.28740301182637,103.842029781049
Lions Befrienders (Ang Mo Kio 318) Senior Activity Centre,1.36556039811101,103.847648125019
Lions Befrienders (Bendemeer) Senior Activity Centre,1.31981683778735,103.863375517444
Lions Befrienders (Clementi) Senior Activity Centre,1.30979102571111,103.768657662729
Lions Befrienders (Ghim Moh) Senior Activity Centre,1.31015054830141,103.787082425451
Lions Befrienders (Mei Ling) Senior Activity Centre,1.29490308127776,103.803699303944
Lions Befrienders (Tampines) Senior Activity Centre,1.3592418345923,103.951613085044
Moral Senior Activity Centre (Kaki Bukit),1.33054568513738,103.924246709316
PEACE-Connect Senior Activity Centre@8,1.30458623347398,103.864004039749
Sarah Senior Activity Centre,1.28063240627599,103.824935476571
Redhill Moral Senior Activity Centre,1.28543545960949,103.818782588709
Silver Ace @ Taman Jurong,1.3355807259075,103.723317930685
Silver Ace@Lengkok Bahru,1.28821078252975,103.814148009027
Silver Ace@Redhill,1.28731902765015,103.817475623896
Silver Ace@Telok Blangah,1.27147195985109,103.822992117881
Silver Ace@Whampoa,1.32641027032444,103.859555304045
Sunlove Senior Activity Centre (Chai Chee),1.32420140555352,103.924878885161
Sunlove Senior Activity Centre (Marsiling),1.4394080432457,103.776451922786
Tembusu Senior Activity Centre,1.32003399991991,103.90161603997
THK SAC @ AMK 257,1.37017011210457,103.835782471666
THK SAC @ AMK 645,1.37928493610313,103.842232224199
THK SAC @ Toa Payoh 15,1.33592183679036,103.85905848409
THK SAC @ Bukit Merah,1.28405666067945,103.821065065362
THK SAC @ Henderson (Satellite 93),1.28692453688783,103.820418505138
THK SAC @ MacPherson,1.32337965408087,103.88652133406
THK SAC @ Telok Blangah Crescent,1.27866784811224,103.817526612557
THK SAC @ Toa Payoh 31,1.33321835783461,103.854517221663
THK SAC @ AMK 208,1.36544495153491,103.842715050399
Thong Kheng Senior Activity Centre (Queenstown),1.28713356012894,103.807000524329
Thong Kheng Senior Activity Centre (Tanglin-Cairnhill),1.28413292434456,103.82320299938
TOUCH Senior Activity Centre,1.32231127406246,103.869263056862
Wesley Senior Activity Centre,1.30621517426212,103.858221512578
Evergreen Circle SAC,1.34981132540992,103.932607938912
Fei Yue Senior Activity Centre (Bukit Batok),1.34632633282524,103.743379247365
